SKU,Proveedor,Nombre Producto
MONSMG1760,Samsung,"Monitor SAMSUNG LS27BG400ELXZX - 27 pulgadas, 400 cd / m², 1920 x 1080 Pixeles, 1 ms, Negro"
MONSMG1780,Samsung,"Samsung LC27G55TQB monitor de computadora 68.6 cm (27"") 2560 x 1440 Pixeles Quad HD LCD Negro"
MONSMG1790,Samsung,"MONITOR SAMSUNG 27 pulgadas CURVO 1800R - 1920 X 1080, 75Hz, 4ms LS27C360EALXZX"
MONSMG1800,Samsung,"Monitor Samsung Essential 22 pulgadas - Plano, FHD (1920 x 1080), LS22A336NHLXZX"
MONSMG1820,Samsung,"Monitor Curvo SAMSUNG LS27C390EALXZX - 27 pulgadas, 250 cd / m², 1920 x 1080 Pixeles, 4 ms, Negro"
MONSMG1840,Samsung,"MONITOR SAMSUNG FLAT - 22 pulgadas, con Panel IPS, Sin Bordes, FHD, 75hz, 5ms, LS22C310EALXZX"
MONSMG1850,Samsung,"Samsung LS24C310EALXZX monitor de computadora 61 cm (24"") 1920 x 1080 Pixeles Full HD LED Negro"
MONSMG1910,Samsung,"Samsung 32IN FLAT FHD 16/9 BLA monitor de computadora 81.3 cm (32"") 1920 x 1080 Pixeles Full HD Negro"
MONSTY150,Stylos,Monitor 19 pulgadas Stylos. STPMOT3B - 
MONVGO150,Vorago,"Vorago LED-W23.8-400F monitor de computadora 60.5 cm (23.8"") 1920 x 1080 Pixeles Full HD Negro"
MONVGO170,Vorago,"Vorago LED-W21-300V4F monitor de computadora 54.6 cm (21.5"") 1920 x 1080 Pixeles Full HD Negro"
MONVGO200,Vorago,"Vorago LED-W19-205 LED display 49.5 cm (19.5"") 1600 x 900 Pixeles HD+ Negro"
MONVGO210,Vorago,"Vorago LED-W21-300 V5F monitor de computadora 54.6 cm (21.5"") 1920 x 1080 Pixeles Full HD Negro"
MONVGO220,Vorago,MONITOR START THE GAME VORAGO 27 PULGADAS FRAMELESS 1920X1080 IPS/ 16.7 M/ 100Hz/ HDMI Y DP/ 5-8MS - 
SWTTPL030,TP-LINK,"Switch  TP-LINK TL-SF1016DS - Negro, 16 puertos"
SWTTPL040,TP-LINK,"Switch TP-LINK TL-SF1024 - Negro, 24, 10/100 Base-T(X)"
SWTTPL050,TP-LINK,"Switch  TP-LINK TL-SF1048 - Gris, 48 puertos"
SWTTPL140,TP-LINK,"Switch  TP-LINK TL-SG1016 - Negro, 16, 10/100/1000 Base-T(X)"
SWTTPL160,TP-LINK,"Switch TP-LINK - Gris, 10/100/1000 Mbps, 48ptos, Rack"
SWTTPL200,TP-LINK,"Switch POE TP-LINK TL-SF1008P - Negro, 53 W, 8 puertos"
SWTTPL270,TP-LINK,"Switch Administrable TP-LINK - Negro, 10/100/1000Mbps, 8ptos, SG3210 (TL-SG3210)"
SWTTPL300,TP-LINK,"Switch TP-LINK TL-SG105 - Negro, 5, 10/100/1000 Base-T(X)"
SWTTPL310,TP-LINK,"Switch  TP-LINK TL-SG108 - Negro, 8, 10/100/1000 Base-T(X)"
SWTTPL320,TP-LINK,"Switch PoE TP-LINK TL-SG1008P - Gris, 53 W"
SWTTPL390,TP-LINK,Switch PoE TP-LINK SG2210P (TL-SG2210P) - 
ACPGDM040,Grandstream,"Punto de Acceso Wifi AC - 2.33 Gbps, admin en la nube(Gratuito), interior, MIMO, Cobertura hasta 175 mts y 200 usuarios"
ACPTPL290,TP-LINK,ACCESS POINT TP-LINK CPE220 DE EXTERIOR Y POTENCIA DE TRANSMISIÓN AJUSTABLE - 
CPUHYU100,Hyundai,"Mini PC HYUNDAI HMB8M01 - Intel Core i5, i5-8259U, DDR4-SDRAM, 8 GB, 256 GB SSD"
ACPTPL240,TP-LINK,TP-Link EAP110 punto de acceso inalámbrico 300 Mbit/s Blanco Energía sobre Ethernet (PoE)
CABTRL2460,Tripp-Lite,"Tripp Lite P004-010 Cable de Alimentacion para PDU, C13 a C14 - 10A, 250V, 18 AWG, 3.05 m [10 pies], Negro"
KITDLL1220,DELL,Kit Teclado y Mouse DELL PRO WIRELESS KB MS KM5221W 580-AJIP Ingles - 
TECLOG1100,Logitech,Logitech Signature K650 teclado Oficina RF inalámbrico + bluetooth QWERTY Inglés Grafito
CDRWCB1230,Verbatim,Disco DVD-R Imprimible con inyección de tinta 95153 VERBATIM torre 100 piezas - 4.7GB/ 16X
CDRWCB1780,Verbatim,Sobre de papel para  CD/DVD con ventana transparente VERBATIM 49976 paquete con 100 piezas - 
MEMSTY220,Stylos,Memoria USB ST300 16GB Stylos. STMUS316B - 
SWTPVS020,Provision-ISR,"Extensor PoE simple - permite ampliar hasta 100 mts la instalación de una cámara IP(PoE), no requiere fuente de poder"
SWTHPN1180,Aruba,Cable de cobre de conex. directa HPE Aruba Networking 10G de SFP+ a SFP+ 3 m (J9283D) - 
SWTHPN1200,Aruba,Switch HPE Instant On 1430 Gigabit Ethernet - 16 puertos Plug and Play (R8R47A)
SWTHPN1210,Aruba,Switch Aruba Instant On 1930 24G PoE clase 4 4SFP/SFP+ 370 W (JL684A) - 
SWTHPN1220,Aruba,Switch Aruba Instant On 1930 48G PoE clase 4 4SFP/SFP+ 370 W (JL686A) - 
DDUACR250,ACER,Acer GM7 4 TB M.2 PCI Express 4.0 NVMe
DDUDAT1740,Adata,ADATA LEGEND 700 512 GB M.2 PCI Express 3.0 NVMe 3D NAND
SWTCIS4140,CISCO,SWITCH CISCO CBS350-48P-4G-NA Admin 48P - 
SWTCIS4150,CISCO,SWITCH CISCO CBS350-24T-4X-NA 24puertos - 
BOCTCH3170,Techzone,"Bocina Bluetooth Portátil TECHZONE TZSP01 TWS - Negro, Alcance 10mts, Resistente al agua IPX7, Duración en uso 7hrs."
NBKAPC2120,APC,APC SRT1000RMXLA sistema de alimentacion ininterrumpida (UPS) Doble conversion (en línea) 1 kVA 900 W 6 salidas AC
PANHSM530,Hisense,"Hisense 40A4HV Televisor 101.6 cm (40"") Full HD Smart TV Wifi Negro 200 cd / m²"
05380335,HP,Tinta 938 Amarillo HP en Cartucho Compatible con 9730 4S6X7PL
05380336,HP,Tinta 938 Cyan HP en Cartucho Compatible con 9730 4S6X5PL
05380337,HP,Tinta 938 Magenta HP en Cartucho Compatible con 9730 4S6X6PL
07980287,Norma,Cuaderno Espiral con 100 Hojas Profesional Cuadro Chico Intensamente 2 Norma 589236
07980288,Norma,Cuaderno Espiral con 100 Hojas Profesional Cuadro Grande Intensamente 2 Norma 589235
06630223,Pascua,Foamy Moldeable de 50 gr Amarillo Huevo Macarrón para Manualidades Pascua FM-MJH
06630225,Pascua,Foamy Moldeable de 50 gr Rosa Baby Macarrón para Manualidades Pascua FM-MHR
06630226,Pascua,Foamy Moldeable de 50 gr Colores Surtidos Bolsa con 6 Piezas para Manualidades Pascua FM-6UNI
07980286,Norma,Cuaderno Espiral con 100 Hojas Profesional Raya Intensamente 2 Norma 589234
07980297,Norma,Cuaderno Espiral con 160 Hojas Profesional Cuadro Grande Pasta Dura de Tela Jeanbook Norma 588639
CAMBNQ720,BenQ,BenQ DVY32 8.28 MP Negro 3840 x 2160 Pixeles 30 fps
ACCRBT7700,Brobotix,"Lápiz-Pluma Óptica Activa Digital Stylus - para Tableta, Celular, Pantallas Touch. Universal. Recargable, Larga Duración, BROBOTIX 6006092"
05830003,Kronaline,PAPEL BOND PARA PLOTTER DE 75 GR ROLLO DE 61CM X 50MTS KRONALINE BP406
05830004,Kronaline,PAPEL BOND PARA PLOTTER DE 75 GR ROLLO DE 91CM X 50MTS KRONALINE BP400
05830005,Kronaline,"Papel Fotográfico Glossy Tamaño Carta (8.5X11"") Paquete con 20 Hojas KRONALINE PH347"
ACCKNS2200,Kensington,Kensington Cable de seguridad NanoSaver Slim con combinacion para notebooks
TERTCH040,Techzone,"Punto de Venta ALL IN ONE Techzone TZPOAIOC01 Celeron - 15.6, 1920 x 1080 px, pantalla Capacitiva FHD Multitouch 10 puntos."
MBDASS5760,Asus,"Tarjeta Madre ASUS ATX ProArt B760-CREATOR D4 - S-1700, Intel B760, HDMI, 128GB DDR4 para Intel"
05380338,HP,Tinta 938 Negro HP en Cartucho Compatible con 9730 4S6X8PL
07980296,Jean Book,Cuaderno Espiral con 160 Hojas Profesional Cuadro Chico Pasta Dura de Tela Jeanbook Norma 588640
TECLOG1250,Logitech,Logitech Wave Keys teclado Oficina RF inalámbrico + bluetooth QWERTY Español Blanco
03190084,Mitzu,Audífonos Inalámbricos Diadema Bluetooth Manos Libres Rojo Mitzu MH-9073RD
03190085,Mitzu,Audífonos Inalámbricos Diadema Bluetooth Manos Libres Negro Mitzu MH-9097BK
03190087,Mitzu,Audífonos Inalámbricos Earbuds Bluetooth Azul Mitzu MH-9115BL
03190088,Mitzu,Audífonos Inalámbricos Earbuds Bluetooth Verde Mitzu MH-9115GR
03190089,Green Leaf,"Mouse Alámbrico Azul de 1,000 DPI Green Leaf 18-8650BL"
03190090,Green Leaf,"Mouse Alámbrico Negro de 1,000 DPI Green Leaf 18-8650BK"
03190091,Green Leaf,"Mouse Alámbrico Rojo de 1,000 DPI Green Leaf 18-8650RD"
03190092,Green Leaf,"Mouse Inalámbrico Blanco de 1,200 DPI (Pilas) Green Leaf 18-8860WH"
03190093,Green Leaf,"Mouse Inalámbrico Negro de 1,200 DPI (Pilas) Green Leaf 18-8860BK"
03190094,Green Leaf,"Mouse Inalámbrico Rosa de 1,200 DPI (Pilas) Green Leaf 18-8860PK"
05380340,HP,All In One Hp de 23.8” Negra 8GB de Memoria RAM / 512GB de Disco Duro SSD Procesador Ryzen 3 Windows 11 Home 9P7K6LA
06190180,Perfect Choice,Receptor (Adaptador) de Audio Bluetooth Entrada 3.5 mm Negro Perfect Choice PC-217275
GABASS120,Asus,"Gabinete Gamer ASUS TUF Gaming GT301 con Ventana - Midi-Tower, ATX, Micro-ATX, Mini-ATX, USB 3.2, sin Fuente, 4 Ventiladores Instalados, Negro"
01110138,Smarty,Libreta Pocket con 160 Hojas Raya Girly Diseños Surtidos Smarty Doo 8311
01110139,Smarty,Libreta Pocket con 160 Hojas Raya Mix Diseños Surtidos Smarty Doo 8312
01110140,Smarty,Libreta Pocket con 160 Hojas Raya Views Diseños Surtidos Smarty Doo 8310
01890038,Transfer,Tela de Vinilo Cristal Calibre 3/4 Rollo de 35 cm x 20 mts Transfer HCT342035R
06630224,Pascua,Foamy Moldeable de 50 gr Menta Macarrón para Manualidades Pascua FM-MNJ
06630229,Pascua,Pincel de Agua para Difuminar Blíster con 6 Piezas Pascua PDA-SUR06
09020265,Expo,Marcador para Pizarrón Grueso Colores Surtidos Blíster con 4 Piezas + Borrador Expo 2208037
01110141,Smart,Archivador Tamaño Carta Smart  01110141
01940018,Energizer,Pila Alcalina C Blíster con 2 Piezas Energizer E0622400
01940019,Energizer,Pila Alcalina D Blíster con 2 Piezas Energizer E0622500
03220001,Nasa,Portalápiz Escolar Azul con Doble Cierre Astronauta NASA Techzone NSPCGR
03220002,Nasa,Lonchera Escolar Térmica Azul Astronauta NASA Techzone NSLBGR
03220003,Nasa,Mochila Escolar Infantil Azul Astronauta NASA Techzone NSBP13
06250110,Start The Game,"Pasta Térmica de 3 gr Conductividad 1.9W/M-K, -30 - 300 °C Vorago Start the Game TP-100"
06790075,Nextep,"Monitor Nextep de 19.5"" HD (HDMI, VGA) Negro NE-720"
06790076,Nextep,"Monitor Curvo Nextep de 23.8"" Full HD (HDMI, VGA) Negro NE-723C"
08780094,Mapasa,Sobre Bolsa Coin Golden Kraft de 75 gr Paquete con 100 Piezas Mapasa IM0182
06790077,Kaspersky,Antivirus Standard para 1 Dispositivo / 1 Año Kaspersky KL1041Z5AFS-22
GABITL720,Manhattan,"Gabinete Mural   MANHATTAN 713689 - Negro, Gabinete Mural"
ACCITL6970,Manhattan,153706 Adaptador USB-C a HDMI 4K 60Hz - Conecta fácilmente un dispositivo USB-C a una pantalla HDMI.
ACCITL7000,Manhattan,102513 Cargador para laptop USB-C de 65 W - Carga cualquier dispositivo con entrada Tipo-C.
KITPSF060,Pacific Soft,Punto de Venta Para Comercios. - 
KITPSF050,Pacific Soft,Punto de Venta para Restaurantes. - 
KITPSF070,Pacific Soft,Punto de Venta para Farmacias. - 
ROUMER130,Mercusys,ROUTER GIGABIT DE DOBLE BANDA INALÁMBRICO AC1900 MERCUSYS MR50G - 
ROUMER140,Mercusys,ROUTER WIFI 6 DE DOBLE BANDA AX1800 MERCUSYS MR70X PARA UNA COBERTURA DE LARGO ALCANCE - 
ROUMER150,Mercusys,ROUTER WIFI6 DE DOBLE BANDA AX3000 MERCUSYS MR80X CON 4 PUERTOS GIGABIT PARA CONECTAR MÁS DISPOSITIVOS - 
SILCLR010,Cooler Master,Silla Cooler Master Caliber E1 Series CMI-GCE1-PR - 
SILCLR030,Cooler Master,Silla Cooler Master Caliber E1 Series CMI-GCE1-PK - 
DDUSGT1010,Seagate,Seagate Mobile HDD ST1000LM035 disco duro interno 1 TB 128 MB
DDUSGT1780,Seagate,"Disco Duro SEAGATE ST8000NM000A - 8 TB, 7200 RPM"
ROUTND510,Tenda,ROUTER TENDA TX2 PRO DUAL- BAND GIGABIT WI-FI 6 (TX2PRO) - 
ACCAMZ120,Amazfit,SMARTWATCH AMAZFIT T-REX 2 - 
ACCAMZ370,Amazfit,SMARTWATCH AMAZFIT T-REX 2. Negro / Dorado - 
ACCAMZ360,Amazfit,SMARTWATCH AMAZFIT GTS 4. Negro - 
ACCAMZ240,Amazfit,SMARTWATCH AMAZFIT GTS 4. Blanco - 
ACCAMZ200,Amazfit,SMARTWATCH AMAZFIT GTR 3. Gris - 
ACCAMZ350,Amazfit,SMARTWATCH AMAZFIT GTS 3. Blanco - 
ACCAMZ290,Amazfit,SMARTWATCH AMAZFIT BAND 5. Verde - 
ACCAMZ280,Amazfit,SMARTWATCH AMAZFIT BAND 5. Negro - 
ACCAMZ300,Amazfit,SMARTWATCH AMAZFIT BAND 7 BEIGE - 
DDUSDX010,Sandisk,SSD EXT. SANDISK 1TB SDSSDE30-1T00-G26 - 
DDUWSD2030,WD,"Disco Estado Solido WD Green - 2TB, Serial ATA III, 2.5"", 7mm WDS200T2G0A"
LCTSYB060,Syble,Lector de Código de Barras INALAMBRICO 2D Linear Imager con gatillo. Marca SYBLE Modelo 6266MBT-2D ( XB-6266MBT ) - 
ACPRUI020,Ruijie,Access Point RUIJIE Wi-Fi 6 RG-RAP2260 (G) - 
ACCTRG440,Defcon,Candado seguridad DEFCON T-Lock PA410U - 
CABITL4940,Manhattan,153751 Cable de extensión activa repetidor USB 3.0 tipo A Macho-Hembra 10mts - con amplificador de señal integrado.
CABITL4950,Manhattan,153768 Cable USB V3.0 Ext. Activa 15.0M Negro - 
DDUWSD2050,WD,Disco Duro WD RED PLUS Modelo WD140EFGX de 14TB - 512MB Cache
DDUWDX1630,Sandisk,SSD EXTERNO SANDISK 1T SDSSDE81-1T00-G25 - 
DDUWDX1640,Sandisk,SSD EXTERNO SANDISK 2T SDSSDE81-2T00-G25 - 
DDUWSD2040,WD,DD WD RED PLUS WD120EFBX 12TB - 
DDUWSD2060,WD,DD WD RED PLUS WD181KFGX 18TB - 
ACCPTS1770,HP,"Poly Blackwire 3225 - Alambricos, USB-A, conector 3.5 mm, Binaural"
DDUWSD2120,WD,Disco Duro WD PURPLE Modelo WD64PURZ de 6TB. - 
MENWSD030,WD,"Memoria Micro SD WD Purple - 256GB, Clase 10, Clase de velocidad UHS 1 (U1)  WDD256G1P0C"
DDUWSD2130,WD,Disco Duro WD RED Plus Modelo WD40EFPX de 4TB - 256MB Cache
DDUWSD2090,WD,DD WD PURPLE WD23PURZ 2TB - 
DDUWSD2110,WD,DD WD PURPLE WD43PURZ 4TB - 
ACCPTS1810,HP,POLY Auriculares con Bluetooth Voyager 5200 USB-A + adaptador BT700
DDUWSD2150,WD,DD WD RED PLUS WD80EFZZ 8TB - 
MEMSAN2280,Sandisk,MEMORIA USB SDCZ410-032G-G46 BLACK 32GB - 
MEMSAN2290,Sandisk,MEMORIA USB SDCZ410-032G-G46CO PINK 32GB - 
MEMSAN2300,Sandisk,MEMORIA USB SDCZ410-032G-G46BB BLUE 32GB - 
MEMSAN2310,Sandisk,MEM USB SDCZ410-032G-G46EP YELLOW 32GB - 
MEMSAN2320,Sandisk,MEMORIA USB SDCZ410-064G-G46CO PINK 64GB - 
MEMSAN2330,Sandisk,MEMORIA USB SDCZ410-064G-G46BB BLUE 64GB - 
MEMSAN2340,Sandisk,MEM USB SDCZ410-064G-G46EP YELLOW 64GB - 
PROVAN010,Vankyo,Proy VANKYO Wifi 720p altvz Leisure D30T - 
PROVAN020,Vankyo,Proy VANKYO Wifi FHD 1080 Leisure E30T - 
PROVAN030,Vankyo,Proy VANKYO FHD 1080p hasta 300 V630W - 
SWTITL520,Intellinet,"561815 Switch INTELLINET Gigabit Ethernet de 16 puertos - para escritorio, incluye soportes opcionales para montaje en rack de 19"
KITNTS3960,NSTECH,"NS Tech Mini Printer Térmica NATIONALSOFT 80303 - Térmica directa, Alarma sonora y luz, USB/Serial/LAN"
DDUWSD2160,WD,DD WD PURPLE WD11PURZ 1TB - 
LCTPSC900,Datalogic,LECTOR DATALOGIC MG1501-10211-0200 - 
LCTPSC960,Datalogic,L DATALOGIC MAGELLAN M3410-010210-00604 - 
CABHUN130,Hune,USB - TYPE C-C AT-ACC-CA-353 HUNE/BOSQUE - 
CABHUN140,Hune,USB - TYPE C-C AT-ACC-CA-353 HUNE/CORTEZA - 
CABHUN150,Hune,USB - TYPE C-C AT-ACC-CA-353 HUNE/ROCA - 
BOCHUN040,Hune,AURICULAR TYPE C AT-ACC-AU-070 HUNE/BOSQUE - 
BOCNNN700,NECNON,Bafle Karoke NECNON Bluetooth Doble 6.5 pulgadas NB-06B TWS Incluye Microfono Alambrico Radio FM Micro SD USB Barra De Luz LED 6500 Watts NEGRO - 
BOCNNN710,NECNON,Bafle Karaoke NECNON Bluetooth 8 pulgadas NB-08W TWS Incluye Microfono Alambrico Control Remoto Radio FM Micro SD USB AUX 3.5MM Iluminacion LED Contro
BOCNNN720,NECNON,Bafle Karaoke NECNON Bluetooth Doble 8 pulgadas NB-08X TWS Incluye Microfono Alambrico Radio FM Micro SD USB Barra De Luz Iluminacion LED 7400 WATTS D
BOCNNN730,NECNON,Bafle Karaoke NECNON Bluetooth 12 pulgadas NB-12F TWS Incluye Microfono Alambrico Control Remoro - 
BOCNNN740,NECNON,Bocina Bluetooth Karaoke NECNON NB-203 - 
BOCNNN750,NECNON,Bocina Bluetooth Karaoke NECNON NB-203 Micreofono Inalambrico BT 5.3 Atenuador De Voz  Radio FM Micro SD USB AUX 3.5MM 5 Watts RMS Color Rosa - 
ACCNNN240,NECNON,Smartwatch NECNON NSW-201 1.81 pulgadas Full Touch IP67 BT 5.0 Android/IOS - 
ACCNNN250,NECNON,Smartwatch NECNON NSW-201 1.81 pulgadas Full Touch IP67 BT 5.0 Android/IOS Rosa / Dorado - 
ACCNNN260,NECNON,Smartwatch NECNON NSW-201 1.81 pulgadas Full Touch IP67 BT 5.0 Android/IOS Negro/Rojo - 
ACCNNN270,NECNON,Smartwatch NECNON NSW-201 1.81 pulgadas Full Touch IP67 BT 5.0 Android/IOS Beige Dorado - 
ACCNNN280,NECNON,Smartwatch NECNON NSW-201 1.81 pulgadas Full Touch IP67 BT 5.0 Android/IOS Negro/Dorado - 
DDUWSD2170,WD,SSD WD Green SN350 WDS250G2G0C - 
DDUWSD2180,WD,SSD WD Black C50 WDBMPH0010BNC-WCSN XBOX - 
DDUWSD2190,WD,SSD WD Green SN350 WDS100T2G0C 1TB - 
ACCPTS1840,Poly,POLY Adaptador Bluetooth USB-C BT700
ACCPTS1850,Poly,"Poly Voyager Focus 2 - USB-A, Binaural con base de carga"
ACCPTS1860,Poly,"Poly Voyager Focus 2 - USB-A, Binaural"
ACCPTS1870,Poly,"Poly Blackwire 5210 - Alambricos, USB-A, conector 3.5 mm, Monoaural"
ACCPTS1880,Poly,POLY Auriculares USB-A Voyager 5200 TAA
MONAOC790,AOC,"AOC C32G3E monitor de computadora 80 cm (31.5"") 1920 x 1080 Pixeles Full HD Negro, Rojo"
SWTUBI380,Ubiquiti,UBIQUITI UNIFI SWITCH USW-24-POE GE - 
SWTUBI450,Ubiquiti,UBIQUITI UNIFI SWITCH USW-LITE-16-POE - 
SWTUBI400,Ubiquiti,UBIQUITI SWITCH UNIFI USW-48-POE - 
DDUWSD2210,WD,SSD WD BLUE SN580 NVME WDS100T3B0E - 
ACCNNN290,NECNON,"Consola Arcade NCA-6084 Dos Jugadores + 2 RC WIFI RAM 2GB Bocina 3W 12V Retroiluminado - Incluye Juegos N64. Almacenamiento 64GB, Modelo Aventura NBCA"
ACCNNN300,NECNON,"Consola Arcade NCA-6084 Dos Jugadores + 2 RC WIFI RAM 2GB Bocina 3W 12V Retroiluminado - Incluye Juegos N64, Almacenamiento 64GB, Modelo Pelea NBCA60F"
ACCNNN310,NECNON,"Consola Arcade NCA-6084 Dos Jugadores + 2 RC WIFI RAM 2GB Bocina 3W 12V Retroiluminado - Incluye Juegos N64, Almacenamiento 64GB, Modelo Mundo Abierto"
ACCNNN320,NECNON,"Consola Arcade NCA-6084 PRO Dos Jugadores + 2 RC WIFI RAM 64GB Bocina 3W 12V Retroiluminado - Incluye Juegos N64, Modelo Deportes NBCA60SP3D"
ACCNNN330,NECNON,"Consola Arcade NCA-6084 Dos Jugadores + 2 RC WIFI RAM 2GB Bocina 3W 12V Retroiluminado - Incluye Juegos N64, Almacenamiento 64GB, Modelo Guerra NBCA60"
ACCPOL1040,Poly,"Sistema de Videoconferencia Poly Studio R30 - USB, camara 4k (120°), microfono y altavoces integrados, para salas pequeñas"
ACCMTD050,Multimedia Screens,"Soporte para proyector GENERICO - 20 kg, Color blanco, Acero, Videoproyector"
ACCMTD060,Multimedia Screens,"Soporte para proyector GENERICO - 20 kg, Color blanco, Acero, Videoproyector"
ACCUPS020,UP,"Soporte para Monitor UP OA-4S - 18 kg, Aluminio, 27"
ACCUPS030,UP,"Soporte para Monitor UP OA-7X - 17kg, Aluminio, 15"
ACCOVL860,Ovaltech,Soporte para Monitor OVM-D1332 OVALTECH para LCD de 13 a 32 pulgadas (Resistencia 8kgs) - 
ACCOVL890,Ovaltech,Soporte para Monitor OVALTECH OVM-S1727 para Monitor LCD de 17 pulgadas a 27 pulgadas (Resistencia 6.5kgs) - 
ACCOVL900,Ovaltech,Estación de Trabajo De Pie Y Sentado OVDESK-800MM OVALTECH de dimensiones 800x400mm - 
ACCOVL910,Ovaltech,Estación de Trabajo De Pie Y Sentado OVALTECH OVDESK-950MM de 950x400mm - 
ACCNEX490,Nextep,Rollo de Papel Nextep Térmico NE-529M 80x40 mm c/5 piezas gramage 55 y largo 14m + 5  impresión color negro - 
ACCOVL1040,Ovaltech,Soporte de Escritorio OVALTECH OVM-S1732 para Monitor LCD de 17 pulgadas a 32 pulgadas (Resistencia 8kgs) - 
ACCOVL1060,Ovaltech,Soporte de Escritorio OVALTECH OVME-D1332 para 2 Monitores LCD de 13 pulgadas a 32 pulgadas (Resistencia 8kgs) - 
ACCOVL1070,Ovaltech,Soporte de Escritorio OVALTECH OVME-Q1332 para 4 Monitores LCD de 13 pulgadas a 32 pulgadas (Resistencia 8kgs) - 
ACCOVL1080,Ovaltech,Soporte de Escritorio OVALTECH OVMP-S1727 de Pared para Monitor LCD de 17 pulgadas a 27 pulgadas (Resistencia 7kgs) - 
ACCOVL1090,Ovaltech,Soporte de Escritorio OVALTECH OVMT-S1727 de Tubo / Pole para Monitor LCD de 17 pulgadas a 27 pulgadas (Resistencia 7kgs) - 
GABTMK2400,Thermaltake,Gabinete Thermaltake S200 TG ARGB Snow(CA-1X2-00M6WN-00) - 
GABDCO010,DeepCool,Gabinete Gamer DeepCool MATREXX 50 ADD-RGB 4F(DP-ATX-MATREXX50-AR-4F-NE) - 
GABDCO020,DeepCool,Gabinete Gamer DeepCool CC560 (R-CC560-BKGAA4-G-1) - 
GABDCO030,DeepCool,Gabinete Gamer DeepCool CK 560 WH (R-CK560-WHAAE4-G-1) - 
GABDCO040,DeepCool,Gabinete Gamer DeepCool CC360 ARGB (R-CC360-BKAPM3-G-1) - 
GABDCO050,DeepCool,Gabinete Gamer DeepCool CC560 WH (R-CC560-WHGAA4-G-1) - 
GABDCO060,DeepCool,Gabinete Gamer DeepCool CH510 MESH DIGITAL (R-CH510-BKNSE1-G-1) - 
GABDCO070,DeepCool,Fuente de Poder DeepCool PM850D US (R-PM850D-FA0B-US) - 
GABDCO080,DeepCool,Fuente de Poder DeepCool PQ1000M US (R-PQA00M-FA0B-US) - 
GABDCO090,DeepCool,Fuente de Poder DeepCool PK500D (R-PK500D-FA0B-EU) - 
GABDCO100,DeepCool,Fuente de Poder DeepCool PK700D (R-PK700D-FA0B-EU) - 
GABDCO110,DeepCool,"Gabinete Gamer DeepCool CK 560 (R-CK560-BKAAE4-G-1) - Color Negro, Formato Media Torre"
GABDCO120,DeepCool,"Gabinete Gamer DeepCool CC560 + Fuente de Poder PK600D de 600W (R-CC560-SIBKGAA4-A-1) - Color Negro, Formato Media Torre"
GABCLR740,Cooler Master,Gabinete CoolerMaster MasterBox TD500 Mesh V2 (TD500V2-KGNN-S00) - 
GABCLR750,Cooler Master,Gabinete CoolerMaster HAF 500 (H500-WGNN-S00) - 
GABCLR770,Cooler Master,Gabinete CoolerMaster CMP 510 (CP510-KGNN-S00) - 
GABCLR780,Cooler Master,Gabinete CoolerMaster HAF 700 (H700-IGNN-S00) - 
GABCLR790,Cooler Master,Gabinete CoolerMaster Cosmos C700M (MCC-C700M-MG5N-S00) - 
GABCLR800,Cooler Master,Gabinete CoolerMaster HAF 700 EVO (H700E-IGNN-S00) - 
GABCLR760,Cooler Master,Fuente de Poder CoolerMaster G800 GOLD 800W 80+ Gold (MPW-8001-ACAAG-U2) - 
GABDCO130,DeepCool,Gabinete Gamer DeepCool CC560 ARGB (R-CC560-BKTAA4-G-1) - 
GABDCO140,DeepCool,Gabinete Gamer DeepCool CC360 WH ARGB (R-CC360-WHAPM3-G-1) - 
GABDCO150,DeepCool,"Fuente de Poder DeepCool PK600D (R-PK600D-HA0B-US) - Color Negro, 600W 80+ Bronce, No Modular."
GABCLR810,Cooler Master,Gabinete CoolerMaster Cosmos C700M (MCC-C700M-MG5N-S00) - 
ACCTRG3360,TARGUS,Mochila Targus 15.6 pulgadas TBB565EU Backpack Portátil - 
ACCTRG3350,TARGUS,Mochila Targus Backpack 15.6 pulgadas TSB89004US Sport - 
ACCOCU030,.,Oculus Kit Lentes de Realidad Virtual Quest 2 128GB - 
ACCOCU040,.,Oculus Kit Lentes de Realidad Virtual Quest 2 256GB - 
ACCTRG3330,TARGUS,Mochila 16 BACKPACK TSB750US Totalmente equipado. - 
ACCTRG3270,TARGUS,Mochila TBB627GL 15.6 clásica Equipada. - 
ACCTRG3260,TARGUS,"Targus TBB626GL maletín para laptop 39.6 cm (15.6"") Mochila Negro"
ACCTRG3280,TARGUS,Maletin TARGUS CLASICO TCT02704US Gris. - 
ACCTRG3290,TARGUS,Maletin TARGUS CLASICO TCT02703US Rosa. - 
TECTRG090,TARGUS,Targus Wireless Numeric Keypad teclado numérico RF inalámbrico Negro
DDUWSD2230,Western Digital,Disco Duro WD RED PRO Modelo WD121KFBX de 12TB - 256MB Cache
DDUWSD2240,Western Digital,"Unidad de estado solido WESTERN DIGITAL WDS500G2G0C - 500 GB, PCI Express 3.0, 2400 MB/s, 1500 MB/s"
ACCTRG3340,TARGUS,"Targus 17"" Groove Backpack 43.2 cm (17"") Funda tipo mochila Negro"
CABHUN160,Hune,USB LIGHTNING-C AT-ACC-CA-354 HUNE/BOSQUE - 
